ID;Name;Sex;Age;Height;Weight;Team;NOC;Sport
102468;Miryam Roper (-Yearwood);F;34;165;59;Germany;GER;Judo
102474;Ana Maria Roqica;F;28;162;55;Fiji;FIJ;Rugby Sevens
102477;Bredni Roque Mendoza;M;28;160;69;Mexico;MEX;Weightlifting
102496;David Joo Serralheiro Rosa;M;29;165;52;Portugal;POR;Cycling
102497;Diego Rosa;M;27;178;65;Italy;ITA;Cycling
102505;Vitria Cristina Silva Rosa;F;20;170;60;Brazil;BRA;Athletics
102506;Yarimar Rosa Adorno;F;28;178;62;Puerto Rico;PUR;Volleyball
102542;Marie-Sadio Beatrice Rosch;F;28;190;80;Senegal;SEN;Basketball
102546;Alex Rose;M;24;NA;NA;Samoa;SAM;Athletics
102553;Deanne Rose;F;17;160;62;Canada;CAN;Football
102561;Justin Peter Rose;M;36;191;NA;Great Britain;GBR;Golf
102566;Shane Rose;M;43;181;80;Australia;AUS;Equestrianism
102566;Shane Rose;M;43;181;80;Australia;AUS;Equestrianism
102652;Eva Rsken;F;32;165;70;Germany;GER;Shooting
102669;Luk Rosol;M;31;196;81;Czech Republic;CZE;Tennis
102669;Luk Rosol;M;31;196;81;Czech Republic;CZE;Tennis
102674;Rafa Rosolski;M;25;188;86;Poland;POL;Canoeing
102679;April Elizabeth Ross;F;34;185;75;United States-1;USA;Beach Volleyball
102720;Thibault Rossard;M;22;193;85;France;FRA;Volleyball
102732;Matthieu Rosset;M;26;170;67;France;FRA;Diving
102734;Gabriele Rossetti;M;21;176;65;Italy;ITA;Shooting
102749;Eugenio Rossi;M;24;192;75;San Marino;SMR;Athletics
102758;Jessica Rossi;F;24;168;59;Italy;ITA;Shooting
102762;Lucas Rafael Rossi;M;31;188;88;Argentina;ARG;Hockey
102769;Sebastin Maximiliano Rossi;M;24;175;77;Argentina;ARG;Canoeing
102779;Salvatore Rossini;M;30;185;82;Italy;ITA;Volleyball
102781;Desiree Rossit;F;22;181;53;Italy;ITA;Athletics
102782;Jack Rossiter;M;19;171;70;Australia;AUS;Shooting
102790;Brian Rosso;M;28;184;84;Argentina;ARG;Rowing
102802;Ernst Adriaan Rost-Onnes;M;30;184;76;Brazil;BRA;Hockey
102805;Kianoush Rostami;M;25;177;85;Iran;IRI;Weightlifting
102810;Marta Rostoburova;F;20;163;56;Uzbekistan;UZB;Rhythmic Gymnastics
102828;Alina Rotaru;F;23;175;57;Romania;ROU;Athletics
102858;Snke Rothenberger;M;21;193;73;Germany;GER;Equestrianism
102858;Snke Rothenberger;M;21;193;73;Germany;GER;Equestrianism
102886;Abraham Kipchirchir Rotich;M;22;183;65;Bahrain;BRN;Athletics
102888;Ferguson Cheruiyot Rotich;M;26;185;74;Kenya;KEN;Athletics
102890;Lydia Chebet Rotich;F;27;157;45;Kenya;KEN;Athletics
102916;Amina Rouba;F;29;173;60;Algeria;ALG;Rowing
102980;Sebastien Daniel Rousseau;M;25;190;86;South Africa;RSA;Swimming
102980;Sebastien Daniel Rousseau;M;25;190;86;South Africa;RSA;Swimming
102980;Sebastien Daniel Rousseau;M;25;190;86;South Africa;RSA;Swimming
102993;"Carolina ""Carol"" Routier Caigueral";F;26;172;60;Spain;ESP;Triathlon
103009;Ehsan Rouzbahani;M;28;178;74;Iran;IRI;Boxing
103010;Antonin Rouzier;M;29;200;102;France;FRA;Volleyball
103025;Shannon Nicole Rowbury;F;31;166;52;United States;USA;Athletics
103052;Joanna Katie Rowsell Shand;F;27;180;69;Great Britain;GBR;Cycling
103079;Aaron John Royle;M;26;180;67;Australia;AUS;Triathlon
103085;Thamsanqa Jacob Rozani;M;28;NA;NA;South Africa;RSA;Athletics
103104;Philippe Rozier;M;53;173;63;France;FRA;Equestrianism
103104;Philippe Rozier;M;53;173;63;France;FRA;Equestrianism
103162;Lady Yavelly Ruano Pinilla;F;35;157;52;Colombia;COL;Table Tennis
103170;Viktor Hennadiyovych Ruban;M;35;178;70;Ukraine;UKR;Archery
103180;Elin Ingrid Johanna Rubensson;F;23;166;59;Sweden;SWE;Football
103188;"Anneliese ""Annie"" Rubie";F;24;171;58;Australia;AUS;Athletics
103188;"Anneliese ""Annie"" Rubie";F;24;171;58;Australia;AUS;Athletics
103202;Eduardo Rubio Rodrguez;M;29;187;88;Cuba;CUB;Rowing
103209;"Ricard ""Ricky"" Rubio Vives";M;25;193;82;Spain;ESP;Basketball
103225;Taylor Madison Ruck;F;16;180;60;Canada;CAN;Swimming
103225;Taylor Madison Ruck;F;16;180;60;Canada;CAN;Swimming
103225;Taylor Madison Ruck;F;16;180;60;Canada;CAN;Swimming
103265;Yekaterina Olegovna Rudenko;F;21;180;69;Kazakhstan;KAZ;Swimming
103274;David Lekuta Rudisha;M;27;190;76;Kenya;KEN;Athletics
103288;an Rudolf;M;23;184;64;Slovenia;SLO;Athletics
103309;Hannah Amuchechi Rueben;F;22;165;69;Nigeria;NGR;Wrestling
103328;Naomi Ruele;F;19;NA;NA;Botswana;BOT;Swimming
103330;Amnat Ruenroeng;M;36;163;48;Thailand;THA;Boxing
103342;Simone Ruffini;M;26;173;67;Italy;ITA;Swimming
103365;Christopher Rhr;M;22;180;77;Germany;GER;Hockey
103379;Andrs Ruz Malaver;M;28;164;64;Colombia;COL;Athletics
103386;Csar Yuniel Ruz Speck;M;21;184;77;Cuba;CUB;Athletics
103394;Flor Denis Ruz Hurtado;F;25;172;67;Colombia;COL;Athletics
103395;Gonzalo Ruz de la Cruz;M;28;186;87;Mexico;MEX;Volleyball
103408;Jorge Armando Ruz Fajardo;M;27;168;58;Colombia;COL;Athletics
103417;Miguel David Ruz Gonzlez;M;25;202;104;Venezuela;VEN;Basketball
103431;Vicen Ruz Torruella;M;24;181;70;Spain;ESP;Hockey
103454;Gernimo Rulli;M;24;188;80;Argentina;ARG;Football
103460;Arnis Rumbenieks;M;28;175;63;Latvia;LAT;Athletics
103467;Aleksejs Rumjancevs;M;30;185;90;Latvia;LAT;Canoeing
103469;Henrik Rummel;M;28;196;97;United States;USA;Rowing
103473;Gernot Rumpler;M;22;188;83;Austria;AUT;Shooting
103473;Gernot Rumpler;M;22;188;83;Austria;AUT;Shooting
103490;Cierra Runge;F;20;193;85;United States;USA;Swimming
103528;Galen Rupp;M;30;181;61;United States;USA;Athletics
103528;Galen Rupp;M;30;181;61;United States;USA;Athletics
103534;Nicol Ruprecht;F;23;170;55;Austria;AUT;Rhythmic Gymnastics
103577;Noora Ruskola;F;21;154;53;Finland;FIN;Sailing
103592;Ihor Pavlovych Russ;M;27;174;62;Ukraine;UKR;Athletics
103595;Aaron Russell;M;23;206;93;United States;USA;Volleyball
103597;Alonzo Russell;M;24;174;68;Bahamas;BAH;Athletics
103597;Alonzo Russell;M;24;174;68;Bahamas;BAH;Athletics
103608;Gary Antuanne Russell;M;20;173;64;United States;USA;Boxing
103616;Janieve Russell;F;22;175;64;Jamaica;JAM;Athletics
103622;Kane Russell;M;24;176;82;New Zealand;NZL;Hockey
103626;Kelly Russell;F;29;178;83;Canada;CAN;Rugby Sevens
103640;Alexander Russo;M;22;173;61;Brazil;BRA;Athletics
103641;Clemente Russo;M;34;181;91;Italy;ITA;Boxing
103643;Fernanda Mara Russo;F;16;166;58;Argentina;ARG;Shooting
103654;Lies Rustenburg;F;26;183;74;Netherlands;NED;Rowing
103673;Pietro Willy Ruta;M;28;185;70;Italy;ITA;Rowing
103681;Kristian Ruth;M;31;180;76;Norway;NOR;Sailing
103686;"Gregory James ""Greg"" Rutherford";M;29;188;92;Great Britain;GBR;Athletics
103688;Sally Rutherford;F;35;165;65;New Zealand;NZL;Hockey
103696;Natalia Rutkowska;F;25;162;56;Poland;POL;Cycling
103720;John Ruuka;M;20;164;64;Kiribati;KIR;Athletics
103723;Antti Hermanni Ruuskanen;M;32;189;86;Finland;FIN;Athletics
103735;Dalma Ruii-Benedek;F;34;165;65;Serbia;SRB;Canoeing
103735;Dalma Ruii-Benedek;F;34;165;65;Serbia;SRB;Canoeing
103760;elena Rabowa;F;25;170;56;Turkmenistan;TKM;Athletics
103761;Vladislav Vadimovich Ryabtsev;M;28;196;96;Russia;RUS;Rowing
103767;Caitlin Ryan;F;24;178;95;New Zealand;NZL;Canoeing
103778;Jaime Ryan;F;22;175;68;Australia;AUS;Sailing
103801;Sean Ryan;M;23;191;77;United States;USA;Swimming
103802;Shane Ryan;M;22;198;89;Ireland;IRL;Swimming
103802;Shane Ryan;M;22;198;89;Ireland;IRL;Swimming
103802;Shane Ryan;M;22;198;89;Ireland;IRL;Swimming
103807;"William ""Will"" Ryan";M;27;193;75;Australia;AUS;Sailing
103877;Yevgeny Mikhaylovich Rylov;M;19;184;69;Russia;RUS;Swimming
103877;Yevgeny Mikhaylovich Rylov;M;19;184;69;Russia;RUS;Swimming
103877;Yevgeny Mikhaylovich Rylov;M;19;184;69;Russia;RUS;Swimming
103888;Olga Sergeyevna Rypakova (Alekseyeva-);F;31;183;62;Kazakhstan;KAZ;Athletics
103901;Yuliya Sergeyevna Rytikova (Dureyko-);F;29;180;69;Belarus;BLR;Basketball
103909;Ryu Han-Su;M;28;168;70;South Korea;KOR;Wrestling
103914;Ryu Seung-Woo;M;22;172;67;South Korea;KOR;Football
103927;"Elizaveta Vladimirova ""Lisa"" Ryzih";F;27;179;62;Germany;GER;Athletics
103935;Andr Rezende S;M;39;186;74;Brazil-1;BRA;Tennis
103941;Ahmed Ahmed Muhammad Saad;M;29;160;56;Egypt;EGY;Weightlifting
103942;Ahmed Mohamed Ibrahim Saad;M;27;165;85;Egypt;EGY;Wrestling
103943;Atef Saad;M;28;176;57;Tunisia;TUN;Athletics
103950;Saad Adbul-Amir Luaibi Al-Zirhawi;M;24;180;75;Iraq;IRQ;Football
103952;Mohamed Al-Saadaoui;M;21;176;86;Tunisia;TUN;Wrestling
103956;Nada Nabil Mohamed Elsayed Saafan;F;19;168;53;Egypt;EGY;Synchronized Swimming
103957;Nehal Nabil Mohamed Elsayed Saafan;F;19;164;49;Egypt;EGY;Synchronized Swimming
103958;Hassan Saaid;M;24;157;60;Maldives;MDV;Athletics
103994;Lucas Saatkamp;M;30;209;101;Brazil;BRA;Volleyball
103997;Endry Jos Saavedra Pinto;M;25;180;75;Venezuela;VEN;Boxing
104001;Oleksandra Dmytrivna Sabada;F;25;168;54;Ukraine;UKR;Synchronized Swimming
104022;Franco Sbato;M;26;185;87;Argentina;ARG;Rugby Sevens
104028;Simone Sabbioni;M;19;185;79;Italy;ITA;Swimming
104028;Simone Sabbioni;M;19;185;79;Italy;ITA;Swimming
104044;Shakhzodbek Sabirov;M;23;183;81;Uzbekistan;UZB;Judo
104060;Domantas Sabonis;M;20;211;109;Lithuania;LTU;Basketball
104071;Nur Dhabitah Sabri;F;17;151;53;Malaysia;MAS;Diving
104071;Nur Dhabitah Sabri;F;17;151;53;Malaysia;MAS;Diving
104130;Grit adeiko;F;27;172;59;Estonia;EST;Athletics
104135;Hakim Sadi;M;23;176;56;Algeria;ALG;Athletics
104155;Besu Sado Beko;F;20;172;56;Ethiopia;ETH;Athletics
104160;Aleksandr Sergeyevich Sadovnikov;M;19;193;85;Russia;RUS;Swimming
104160;Aleksandr Sergeyevich Sadovnikov;M;19;193;85;Russia;RUS;Swimming
104166;Abdul-Rashid Bulayevich Sadulayev;M;20;177;86;Russia;RUS;Wrestling
104168;Kateryna Serhivna Sadurska;F;24;178;58;Ukraine;UKR;Synchronized Swimming
104176;Alia Saeed Mohammed;F;22;158;54;United Arab Emirates;UAE;Athletics
104194;Jaruwat Saensuk;M;20;185;76;Thailand;THA;Rowing
104216;Lucie afov;F;29;177;65;Czech Republic;CZE;Tennis
104216;Lucie afov;F;29;177;65;Czech Republic-1;CZE;Tennis
104218;Davit Safaryan;M;27;170;65;Armenia;ARM;Wrestling
104222;zzet Safer;M;26;178;74;Turkey;TUR;Athletics
104227;Timur Marselevich Safin;M;23;182;82;Russia;RUS;Fencing
104227;Timur Marselevich Safin;M;23;182;82;Russia;RUS;Fencing
104230;Dewi Safitri;F;23;151;53;Indonesia;INA;Weightlifting
104231;Sean Nana A. K. Safo-Antwi;M;25;171;69;Ghana;GHA;Athletics
104239;Kateina afrnkov;F;27;193;103;Czech Republic;CZE;Athletics
104252;Peter Sagan;M;26;182;79;Slovakia;SVK;Cycling
104257;Clarisa Sagarda;F;27;174;67;Argentina;ARG;Volleyball
104262;Dylan Michael Sage;M;24;188;96;South Africa;RSA;Rugby Sevens
104290;"Khadijatou  Victoria ""Khaddi"" Sagnia";F;22;173;64;Sweden;SWE;Athletics
104301;Mariana Sahakian;F;38;155;52;Lebanon;LIB;Table Tennis
104309;Hafize ahin;F;24;170;63;Turkey;TUR;Wrestling
104322;Oussama Sahnoune;M;24;190;90;Algeria;ALG;Swimming
104322;Oussama Sahnoune;M;24;190;90;Algeria;ALG;Swimming
104323;Marie Eliane Saholinirina;F;34;154;46;Madagascar;MAD;Athletics
104327;Kamran ahsuvarl;M;23;180;75;Azerbaijan;AZE;Boxing
104330;Tue ahutolu;F;28;180;120;Turkey;TUR;Athletics
104331;Sai Yinjirigala;M;26;175;73;China;CHN;Judo
104346;Safa Al-Saidani;F;26;NA;NA;Tunisia;TUN;Table Tennis
104353;Luiza Saidiyeva;F;22;162;42;Kazakhstan;KAZ;Archery
104355;Ibragim Magomed-Saidovich Saidov;M;31;180;125;Belarus;BLR;Wrestling
104357;Renat Malikovich Saidov;M;27;210;101;Russia;RUS;Judo
104360;Jaysuma Saidy Ndure;M;32;191;73;Norway;NOR;Athletics
104361;Sobhi Saied;M;33;178;85;Tunisia;TUN;Handball
104382;Betsy Saina;F;28;168;47;Kenya;KEN;Athletics
104469;Suraju Saka;M;40;170;68;Congo (Brazzaville);CGO;Table Tennis
104476;Maki Sakaguchi;F;27;158;56;Japan;JPN;Hockey
104483;Katsuyuki Sakai;M;27;172;85;Japan;JPN;Rugby Sevens
104486;Masato Sakai;M;21;181;77;Japan;JPN;Swimming
104487;Natsumi Sakai;F;15;172;63;Japan;JPN;Swimming
104487;Natsumi Sakai;F;15;172;63;Japan;JPN;Swimming
104487;Natsumi Sakai;F;15;172;63;Japan;JPN;Swimming
104489;Sho Sakai;M;23;171;58;Japan;JPN;Diving
104545;eljko aki;M;28;203;105;Croatia;CRO;Basketball
104549;Gbahi Gwladys Sakoa;F;23;171;64;Cote d'Ivoire;CIV;Fencing
104550;Saori Sakoda;F;28;175;63;Japan;JPN;Volleyball
104587;Juan Manuel Saladino;M;28;174;73;Argentina;ARG;Hockey
104588;Olha Valerivna Saladukha (-Kostyuk);F;33;176;57;Ukraine;UKR;Athletics
104600;Abdel Rahman Salah Orabi Abdelgawwad;M;28;185;81;Egypt;EGY;Boxing
104613;Julio Csar Salamanca Pieda;M;27;159;60;El Salvador;ESA;Weightlifting
104629;Fernando Fabricio Salas Manguis;M;28;186;155;Ecuador;ECU;Weightlifting
104635;scar Leonardo Salas Miranda;M;22;172;73;Honduras;HON;Football
104637;Reineris Salas Prez;M;29;180;86;Cuba;CUB;Wrestling
104641;Tamara Salaki;F;27;165;54;Serbia;SRB;Athletics
104656;Julio Csar Salazar Enrquez;M;23;176;60;Mexico;MEX;Athletics
104657;Liana Milena Salazar Vergara;F;23;169;56;Colombia;COL;Football
104663;Yerenman Asdrbal Salazar Guzmn;M;37;165;52;Venezuela;VEN;Athletics
104667;Carlos Joel Salcedo Hernndez;M;22;184;82;Mexico;MEX;Football
104690;Adham Ahmed Saleh Kahk;M;23;160;66;Egypt;EGY;Wrestling
104708;Paulo Salemi;M;22;191;94;Brazil;BRA;Water Polo
104740;Behdad Salimi Kordasiabi;M;26;192;160;Iran;IRI;Weightlifting
104767;Popoola Sodiq Saliu;M;21;170;51;Nigeria;NGR;Football
104777;Laura Salls Lpez;F;30;169;63;Andorra;AND;Judo
104778;Marc Salls Esteve;M;29;170;64;Spain;ESP;Hockey
104806;Max Salminen;M;27;197;98;Sweden;SWE;Sailing
104866;Katja Steen Salskov-Iversen;F;21;173;70;Denmark;DEN;Sailing
104876;Lina altyt;F;29;184;70;Lithuania;LTU;Rowing
104879;Nino Salukvadze (-Machavariani);F;47;168;58;Georgia;GEO;Shooting
104879;Nino Salukvadze (-Machavariani);F;47;168;58;Georgia;GEO;Shooting
104884;Karl Robert Saluri;M;22;178;75;Estonia;EST;Athletics
104887;Luciana Yael Salvad;F;26;169;65;Argentina;ARG;Handball
104902;Carola Salvatella Pans;F;22;171;58;Spain;ESP;Hockey
104916;Andrea Nicolas Salvisberg;M;27;180;73;Switzerland;SUI;Triathlon
104929;Ruswahl Samaai;M;24;185;75;South Africa;RSA;Athletics
104939;Elizabeta Samara;F;27;171;56;Romania;ROU;Table Tennis
104939;Elizabeta Samara;F;27;171;56;Romania;ROU;Table Tennis
104942;Stavroula Samara;F;22;175;53;Greece;GRE;Rhythmic Gymnastics
104944;Mangala Samarakoon;M;35;162;60;Sri Lanka;SRI;Shooting
104944;Mangala Samarakoon;M;35;162;60;Sri Lanka;SRI;Shooting
104947;Matea Samardi;F;21;177;61;Croatia;CRO;Swimming
104947;Matea Samardi;F;21;177;61;Croatia;CRO;Swimming
104947;Matea Samardi;F;21;177;61;Croatia;CRO;Swimming
104952;Fatoumata Samasskou;F;28;168;74;Mali;MLI;Swimming
104964;Isabelle Sambou;F;35;155;53;Senegal;SEN;Wrestling
104982;Panagiotis Samilidis;M;22;187;91;Greece;GRE;Swimming
104982;Panagiotis Samilidis;M;22;187;91;Greece;GRE;Swimming
104982;Panagiotis Samilidis;M;22;187;91;Greece;GRE;Swimming
104985;Mahmoud Samimi;M;27;186;90;Iran;IRI;Athletics
104990;Sara Ahmed Samir;F;18;155;58;Egypt;EGY;Weightlifting
105004;Aleksandrs Samoilovs;M;31;195;92;Latvia;LAT;Beach Volleyball
105018;Anastasiya Sergeyevna Samoylenko (Shlyakhovaya-);F;25;192;69;Russia;RUS;Volleyball
105024;Alexander Lerionka Sampao;M;19;NA;67;Kenya;KEN;Athletics
105030;Dane Kevin Sampson;M;29;183;89;Australia;AUS;Shooting
105030;Dane Kevin Sampson;M;29;183;89;Australia;AUS;Shooting
105030;Dane Kevin Sampson;M;29;183;89;Australia;AUS;Shooting
105045;Vladimir Viktorovich Samsonov;M;40;189;83;Belarus;BLR;Table Tennis
105056;Jamile Sara Samuel;F;24;168;59;Netherlands;NED;Athletics
105056;Jamile Sara Samuel;F;24;168;59;Netherlands;NED;Athletics
105060;"Daniele ""Dani"" Samuels (-Stevens)";F;28;182;82;Australia;AUS;Athletics
105061;"Joshua ""Josh"" Samuels";M;25;194;95;United States;USA;Water Polo
105062;Nicky Samuels;F;33;170;56;New Zealand;NZL;Triathlon
105064;Sonia Samuels;F;37;162;47;Great Britain;GBR;Athletics
105073;Jessica Eva Katarina Samuelsson;F;24;166;59;Sweden;SWE;Football
105089;Anastasiya Valeryevna Samusevich-Prokopenko;F;30;163;57;Belarus;BLR;Modern Pentathlon
105107;Ana Cristina Sanabria Snchez;F;26;156;51;Colombia;COL;Cycling
105111;Mohammad Sanad;M;25;191;92;Egypt;EGY;Handball
105121;Nurislam Sanayev;M;25;163;57;Kazakhstan;KAZ;Wrestling
105128;Daniel Henri Sancery;M;22;182;90;Brazil;BRA;Rugby Sevens
105129;Felipe Henri Sancery;M;22;182;90;Brazil;BRA;Rugby Sevens
105150;David Snchez Lpez;M;22;166;69;Spain;ESP;Weightlifting
105159;Etel Snchez;F;26;172;58;Argentina;ARG;Synchronized Swimming
105173;Germn Sal Snchez Snchez;M;24;165;50;Mexico;MEX;Diving
105173;Germn Sal Snchez Snchez;M;24;165;50;Mexico;MEX;Diving
105209;Marc Snchez Torrens;M;23;188;75;Spain;ESP;Swimming
105209;Marc Snchez Torrens;M;23;188;75;Spain;ESP;Swimming
105215;Mara Guadalupe Snchez Magaa;F;20;165;48;Mexico;MEX;Athletics
105217;Mariely Snchez Hichez;F;27;168;52;Dominican Republic;DOM;Athletics
105226;Natalia Snchez Echeverri;F;33;166;63;Colombia;COL;Archery
105226;Natalia Snchez Echeverri;F;33;166;63;Colombia;COL;Archery
105242;Roco Mara Snchez Moccia;F;28;157;54;Argentina;ARG;Hockey
105249;Sofa Snchez;F;26;171;57;Argentina;ARG;Synchronized Swimming
105265;Alexei Sancov;M;16;188;85;Moldova;MDA;Swimming
105267;Louise Nelum Sandamali Sand;F;23;164;62;Sweden;SWE;Handball
105289;Linda Maria Sandblom;F;26;176;62;Finland;FIN;Athletics
105311;Taylor Sander;M;24;193;86;United States;USA;Volleyball
105318;Gillian Sanders;F;34;168;53;South Africa;RSA;Triathlon
105319;"LaToya Antoinette ""Lara"" Sanders (Pringle-)";F;29;191;77;Turkey;TUR;Basketball
105328;"Tyler James ""TJ"" Sanders";M;24;191;81;Canada;CAN;Volleyball
105334;Keith Sanderson;M;41;183;95;United States;USA;Shooting
105393;Leevan Sands;M;34;191;82;Bahamas;BAH;Athletics
105430;Donald Eugene Sanford;M;29;196;81;Israel;ISR;Athletics
105435;Kiplangat Sang;M;35;175;90;Kenya;KEN;Judo
105444;Stefan Bellore Sangala;F;21;165;58;Congo (Brazzaville);CGO;Swimming
105479;Pavel Pavlovich Sankovich;M;26;182;77;Belarus;BLR;Swimming
105485;Jamila Keizia Sanmoogan;F;19;143;58;Guyana;GUY;Swimming
105516;Macarena Sans;F;19;165;64;Argentina;ARG;Handball
105535;Anna Santamans;F;23;177;61;France;FRA;Swimming
105535;Anna Santamans;F;23;177;61;France;FRA;Swimming
105545;Daly Elis Santana Morales;F;21;185;65;Puerto Rico;PUR;Volleyball
105546;Graciete Feira de Santana;F;35;155;43;Brazil;BRA;Athletics
105551;Matheus Paulo de Santana;M;20;189;90;Brazil;BRA;Swimming
105556;Andrea Santarelli;M;23;184;76;Italy;ITA;Fencing
105572;Ane Santesteban Gonzlez;F;25;160;48;Spain;ESP;Cycling
105590;Edna Santini;F;24;153;54;Brazil;BRA;Rugby Sevens
105597;Yusneysi Santiusti Caballero;F;31;163;48;Italy;ITA;Athletics
105613;Alexis Manaas da Silva Santos;M;24;185;70;Portugal;POR;Swimming
105613;Alexis Manaas da Silva Santos;M;24;185;70;Portugal;POR;Swimming
105624;Gabriel da Silva Santos;M;20;184;83;Brazil;BRA;Swimming
105631;Juliana Esteves dos Santos;F;32;177;73;Brazil;BRA;Rugby Sevens
105632;Juliana Paula Gomes dos Santos (de Azevedo-);F;33;165;50;Brazil;BRA;Athletics
105636;Leicy Maria Santos Herrera;F;20;154;56;Colombia;COL;Football
105639;Leonardo Santos;M;22;194;104;Brazil;BRA;Handball
105640;Lugueln Miguel Santos Aquino;M;22;173;58;Dominican Republic;DOM;Athletics
105640;Lugueln Miguel Santos Aquino;M;22;173;58;Dominican Republic;DOM;Athletics
105654;Rosane dos Reis Santos;F;29;162;53;Brazil;BRA;Weightlifting
105655;Rosangela Cristina Oliveira Santos;F;25;166;64;Brazil;BRA;Athletics
105655;Rosangela Cristina Oliveira Santos;F;25;166;64;Brazil;BRA;Athletics
105658;Telma Isabel da Silva Santos;F;33;163;55;Portugal;POR;Badminton
105666;Michele Santucci;M;27;188;82;Italy;ITA;Swimming
105679;Mateo Sanz Lanz;M;22;172;64;Switzerland;SUI;Sailing
105716;Jaime Rolando Saquipay Pai;M;37;165;61;Ecuador;ECU;Athletics
105727;Flvia Lopes Saraiva;F;16;133;31;Brazil;BRA;Gymnastics
105727;Flvia Lopes Saraiva;F;16;133;31;Brazil;BRA;Gymnastics
105727;Flvia Lopes Saraiva;F;16;133;31;Brazil;BRA;Gymnastics
105727;Flvia Lopes Saraiva;F;16;133;31;Brazil;BRA;Gymnastics
105727;Flvia Lopes Saraiva;F;16;133;31;Brazil;BRA;Gymnastics
105728;Nuno Francisco Puidival Saraiva;M;22;177;76;Portugal;POR;Judo
105731;Aleksejs Saramotins;M;34;185;75;Latvia;LAT;Cycling
105748;Jlia Albino Sard;F;33;174;64;Brazil;BRA;Rugby Sevens
105773;Caitlin Sargent-Jones;F;24;171;60;Australia;AUS;Athletics
105790;Danijel ari;M;39;195;92;Qatar;QAT;Handball
105791;Dario ari;M;22;207;110;Croatia;CRO;Basketball
105802;Albert Saritov;M;31;188;100;Romania;ROU;Wrestling
105818;Matthew Sarmento;M;25;174;76;Canada;CAN;Hockey
105828;Maciej Sarnacki;M;29;200;130;Poland;POL;Judo
105831;Rafa Sarnecki;M;26;175;81;Poland;POL;Cycling
105831;Rafa Sarnecki;M;26;175;81;Poland;POL;Cycling
105840;Laura Srosi;F;23;167;58;Hungary;HUN;Badminton
105849;Patricia Sarrapio Martn;F;33;165;56;Spain;ESP;Athletics
105877;Guendalina Sartori;F;27;169;90;Italy;ITA;Archery
105877;Guendalina Sartori;F;27;169;90;Italy;ITA;Archery
105916;Satoru Sasaki;M;30;171;56;Japan;JPN;Athletics
105918;Srgio Yoshio Sasaki Jnior;M;24;161;64;Brazil;BRA;Gymnastics
105918;Srgio Yoshio Sasaki Jnior;M;24;161;64;Brazil;BRA;Gymnastics
105918;Srgio Yoshio Sasaki Jnior;M;24;161;64;Brazil;BRA;Gymnastics
105918;Srgio Yoshio Sasaki Jnior;M;24;161;64;Brazil;BRA;Gymnastics
105918;Srgio Yoshio Sasaki Jnior;M;24;161;64;Brazil;BRA;Gymnastics
105918;Srgio Yoshio Sasaki Jnior;M;24;161;64;Brazil;BRA;Gymnastics
105918;Srgio Yoshio Sasaki Jnior;M;24;161;64;Brazil;BRA;Gymnastics
105918;Srgio Yoshio Sasaki Jnior;M;24;161;64;Brazil;BRA;Gymnastics
105920;Sho Sasaki;M;34;172;74;Japan;JPN;Badminton
105921;Shota Sasaki;M;23;165;64;Japan;JPN;Canoeing
105929;Tsubasa Sasaki;M;21;170;60;Japan;JPN;Canoeing
105950;"Mathlynn Langtor ""Mattie"" Sasser";F;19;158;58;Marshall Islands;MHL;Weightlifting
105958;Or Sasson;M;25;193;120;Israel;ISR;Judo
105962;Marianna Sastin;F;33;161;65;Hungary;HUN;Wrestling
105974;"William Spencer ""Will"" Satch";M;27;198;100;Great Britain;GBR;Rowing
105976;Ana Stila Vieira Vargas;F;20;163;58;Brazil;BRA;Canoeing
105980;Akiko Sato;F;32;162;58;Japan;JPN;Shooting
105980;Akiko Sato;F;32;162;58;Japan;JPN;Shooting
105982;Arisa Sato;F;27;164;52;Japan;JPN;Volleyball
106052;Yuka Sato;F;24;171;56;Japan;JPN;Triathlon
106078;Olzhas Sattybayev;M;28;160;52;Kazakhstan;KAZ;Boxing
106086;Bautista Saubidet Birkner;M;20;179;72;Argentina;ARG;Sailing
106092;Rmi Saudadier;M;30;198;100;France;FRA;Water Polo
106100;Martin Sauer;M;33;169;55;Germany;GER;Rowing
106107;"Rebecca Elizabeth ""Becky"" Sauerbrunn";F;31;170;64;United States;USA;Football
106127;Graeme Saunders;M;26;176;64;Canada;CAN;Sailing
106129;Jacob Saunders;M;24;178;75;Canada;CAN;Sailing
106130;Jason Saunders;M;25;188;78;New Zealand;NZL;Sailing
106138;Raven Saunders;F;20;165;109;United States;USA;Athletics
106163;Jiowana Sauto;F;18;NA;69;Fiji;FIJ;Rugby Sevens
106166;Valerian Sauveplane;M;36;180;77;France;FRA;Shooting
106166;Valerian Sauveplane;M;36;180;77;France;FRA;Shooting
106187;Vladimir Savanovi;M;31;180;70;Serbia;SRB;Athletics
106188;Katerine Savard;F;23;167;54;Canada;CAN;Swimming
106188;Katerine Savard;F;23;167;54;Canada;CAN;Swimming
106199;Anastasiya Hennadivna Savchuk;F;20;177;62;Ukraine;UKR;Synchronized Swimming
106201;Olha Mykolavna Savchuk;F;28;177;68;Ukraine-1;UKR;Tennis
106210;Tessie Savelkouls;F;24;182;95;Netherlands;NED;Judo
106214;Marius avelskis;M;22;179;70;Lithuania;LTU;Athletics
